2025-04-30 14:59:25,171 - INFO - Fetching match info from: https://www.cricbuzz.com/cricket-series/9237/indian-premier-league-2025/matches
2025-04-30 14:59:25,500 - INFO - Found 74 match containers.
2025-04-30 14:59:25,504 - INFO - Successfully extracted info for 70 matches.
2025-04-30 14:59:25,559 - INFO - Saving match info to CSV file: cricbuzz_matches.csv
2025-04-30 14:59:25,561 - INFO - Successfully saved match info to cricbuzz_matches.csv
2025-04-30 15:00:37,454 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115113/csk-vs-kkr-25th-match-indian-premier-league-2025, Location=MA Chidambaram Stadium, Chennai, Date=2025-04-11
2025-04-30 15:00:37,454 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115122/gt-vs-lsg-26th-match-indian-premier-league-2025, Location=Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow, Date=2025-04-12
2025-04-30 15:00:37,454 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115129/pbks-vs-srh-27th-match-indian-premier-league-2025, Location=Rajiv Gandhi International Stadium, Hyderabad, Date=2025-04-12
2025-04-30 15:00:37,455 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115138/rr-vs-rcb-28th-match-indian-premier-league-2025, Location=Sawai Mansingh Stadium, Jaipur, Date=2025-04-13
2025-04-30 15:00:37,455 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115140/mi-vs-dc-29th-match-indian-premier-league-2025, Location=Arun Jaitley Stadium, Delhi, Date=2025-04-13
2025-04-30 15:00:37,455 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115149/lsg-vs-csk-30th-match-indian-premier-league-2025, Location=Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow, Date=2025-04-14
2025-04-30 15:00:37,455 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115156/pbks-vs-kkr-31st-match-indian-premier-league-2025, Location=Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh, Date=2025-04-15
2025-04-30 15:00:37,455 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115165/dc-vs-rr-32nd-match-indian-premier-league-2025, Location=Arun Jaitley Stadium, Delhi, Date=2025-04-16
2025-04-30 15:00:37,455 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115167/srh-vs-mi-33rd-match-indian-premier-league-2025, Location=Wankhede Stadium, Mumbai, Date=2025-04-17
2025-04-30 15:00:37,455 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115174/rcb-vs-pbks-34th-match-indian-premier-league-2025, Location=M.Chinnaswamy Stadium, Bengaluru, Date=2025-04-18
2025-04-30 15:00:37,455 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/cricket-scores/115176/dc-vs-gt-35th-match-indian-premier-league-2025, Location=Narendra Modi Stadium, Ahmedabad, Date=2025-04-19
